Command,Parameter
turn_counter_clock_wise,53.093969783918254
fly_forward,6.4895951216723295
turn_counter_clock_wise,24.228464678997057
fly_forward,1.929740411911759
turn_counter_clock_wise,73.63520504672857
fly_forward,0.8309902915058457
turn_counter_clock_wise,48.482091509761574
fly_forward,0.9157887245622339
turn_clock_wise,168.3894054949469
fly_forward,1.868252806460696
