Marker_ID,x,y,distance,global_angle
12,3.897030337249247,5.189219536095223,6.4895951216723295,53.093969783918254
27,4.320539295812018,7.071913940235853,8.287281012778436,58.57743034702383
42,3.5940368644625926,7.475323263157801,8.294429387958179,64.3223659637159
69,2.7304553334551036,7.170534931133616,7.67280636577001,69.15375542350655
88,4.331014767620151,8.134162476689227,9.215328974839847,61.96704075130376
